pl_name,pl_rade,pl_bmasse,pl_eqt,pl_orbsmax,pl_insol,st_teff,st_rad,st_mass,st_met,pl_dens
HD 207496 b,2.25,6.1,743.0,0.0629,72.9,4819.0,0.769,0.8,0.095,3.17
GJ 806 b,1.331,1.9,940.0,0.01406,130.0,3600.0,0.4144,0.413,-0.28,4.4
Kepler-228 c,2.7,7.75,1160.0,0.052,457.318,6043.0,1.014,1.006,0.18,2.16
HD 15906 c,2.93,8.91,532.0,0.141,13.37,4757.0,0.762,0.79,0.02,1.95
MOA-2022-BLG-033L b,3.52,12.15,,2.15,,,,0.51,,1.53
KMT-2023-BLG-0119L b,11.0,83.7,,3.14,,,,0.71,,0.346
K2-233 c,1.272,4.6,794.0,0.0664,66.2,4796.0,0.71,0.79,-0.082,12.4
TOI-4600 c,9.42,2946.26933289,191.0,1.152,48.3867,5170.0,0.81,0.89,0.16,
TOI-1472 c,3.334,21.13,662.0,0.116,,5100.0,0.84,0.87,0.27,3.14
Kepler-495 c,1.21936414,1.98,1000.0,0.0614,108.13,5392.0,1.087,0.888,0.18,6.0
Kepler-278 b,3.955,56.0,586.0,0.202,110.0,4965.0,2.861,1.227,0.22,5.0
Kepler-391 b,2.5,1100.0,930.0,0.083,690.0,5038.0,2.879,1.27,0.04,380.0
KOI-351 h,11.252,203.0,294.0,0.97062,1.849,6031.13,1.185,1.242,0.083,0.911829
TOI-6695 c,13.6,460.85119015,415.0,0.838,,6400.0,1.517,1.338,0.2,1.01
Kepler-166 d,1.73,3.64,1313.0,0.02449,651.409,5350.0,0.83,0.88,-0.03,3.86
Kepler-1732 b,4.09903273,15.7,699.0,0.2015,27.05,5821.0,1.494,1.043,0.04,1.25
Kepler-1026 b,2.21,5.52,425.0,0.1977,5.988,4948.0,0.75,0.79,-0.02,2.81
K2-175 b,2.03803688,4.81,,,,5909.0,1.420038,1.094693,0.05,3.12
GJ 1061 b,1.04,1.11,,0.021,3.8,2953.0,0.156,0.12,-0.08,5.42
ups And d,12.5,3257.74117175,,2.51329,,6156.77,1.56,1.3,0.1014,9.17
K2-176 b,1.49090097,2.83,,,,5428.0,0.86416,0.938545,0.15,4.69
K2-177 b,2.1162048,5.13,,,,6063.0,1.213565,1.210525,0.41,2.97
Kepler-9 d,1.64,8.41466053,2026.0,0.0273,1339.658,5777.0,1.02,1.07,0.12,13.547166
SWEEPS-4 b,9.079,1207.7,,0.055,,,1.18,1.24,,8.87
K2-183 b,1.1,1.37,,,,5482.0,0.87,0.942219,0.09,5.66
LP 791-18 c,2.488,7.16,324.4,0.02961,2.637,2960.0,0.182,0.139,-0.09,2.56
K2-187 e,1.9,4.27,698.0,0.1106,,5438.0,0.83,0.966999,0.0,3.42
K2-189 b,1.403,2.55,1203.0,0.0361,497.0,5442.0,0.879,0.85,-0.1,5.07
Kepler-257 d,4.95,21.7,567.0,0.16,15.2,5180.0,1.037,0.916,0.4,0.983
Kepler-42 b,0.78,0.705944,519.0,0.0116,22.388,3068.0,0.17,0.13,-0.33,0.15
K2-199 b,1.73,6.9,913.0,0.0382,116.2,4491.0,0.682,0.711,-0.01,7.2
K2-151 b,1.49,2.83,566.0,0.0373,20.8,3695.0,0.45,0.47,-0.19,4.7
Kepler-197 b,1.02,1.04,1142.0,0.06,431.256,6004.0,1.12,0.857,-0.441,5.39
HD 109749 b,11.1,85.8141,,0.0615,,5824.0,1.22,1.13,0.24,0.345
gam Cep b,12.7,2097.6674862,,2.13,,4775.0,4.74,1.27,0.18,5.63
TOI-128.01,2.21898,5.56,1344.51,0.05381019,182.406,6086.0,1.13,0.851969,,2.8
HD 111232 b,12.6,2531.50326176,,2.148,,5512.0,0.9,0.96,-0.36,6.95
51 Peg b,14.3,146.2018,,0.0527,,5758.0,1.17561,1.03,0.18,0.275
GJ 433 b,2.33,6.043,,0.062,,3461.0,0.5,0.48,-0.17,2.63
Kepler-65 c,2.58,5.4,1246.0,0.068,609.992,6211.0,1.41,1.25,0.17,1.64
Kepler-7 b,18.180998,140.16303,1630.0,0.06067,1375.11,5933.0,1.966,1.359,0.11,0.14
KOI-12 b,13.78707,349.613,911.0,0.154,196.507,6635.0,1.4,1.5,0.0815,0.733
HD 116029 b,13.6,444.962,,1.65,,4819.0,4.89,0.83,0.09,0.972
GJ 676 A b,12.8,1840.86213334,,1.735,,3734.0,0.69,0.626,0.23,4.82
HD 117618 b,8.59,55.30242,,0.18,,5990.0,1.2,1.077,0.0283,0.479
7 CMa b,13.4,587.9855,,1.758,,4826.0,4.87,1.34,0.21,1.34
HD 125612 d,12.7,2281.37230545,,3.982,,5900.0,1.07,1.05,0.23,6.12
AB Pic b,12.3,4290.5,,260.0,,5285.0,0.999394,0.9,0.04,12.7
GJ 581 b,4.79,20.5,,0.0399,,3500.0,0.302,0.295,-0.08,1.02
HD 11977 b,12.7,2080.0,,1.93,,4970.0,10.09,1.91,-0.21,5.58
BD-10 3166 b,14.1,187.5197,,0.04,,5393.0,0.91,1.47,0.38,0.368
GJ 581 c,2.5,6.81,,0.0718,,3500.0,0.302,0.295,-0.08,2.39
BD+14 4559 b,13.8,330.5432,,0.78,,4864.0,0.86,0.49,0.17,0.691
GJ 876 c,14.0,226.9846,,0.12959,,3293.74,0.3,0.32,0.2129,0.455
HD 101930 b,10.6,79.4575,,0.3,,5108.0,0.86,0.57,0.15,0.367
BD+20 2457 c,12.4,3963.17,,2.01,,4137.0,49.0,2.8,-1.0,11.4
Kepler-40 b,13.11,699.2,1620.0,0.08,1187.965,6510.0,2.13,1.48,0.1,1.68
GSC 06214-00210 b,20.1762,5000.0,2300.0,320.0,,4200.0,0.90484,0.9,-0.06,3.35
Kepler-123 b,2.94,55.3,817.0,0.135,138.807,6089.0,1.264,1.079,-0.08,12.0
HD 108147 b,10.9,82.95,890.0,0.102,,6255.73,1.20664,1.22,0.1803,0.352
HD 108874 b,13.6,451.3186,,1.04,,5600.0,1.05,1.1,0.26,0.986
CT Cha b,24.66,5403.0,2600.0,440.0,,4403.0,1.679694,,-0.56,1.98
Kepler-6 b,14.616536,212.31044,1460.0,0.04852,792.218,5647.0,1.391,1.209,0.34,0.4
HD 136418 b,13.3,680.1562,,1.29,,4989.0,3.78,1.48,-0.11,1.59
HD 69830 b,3.17,10.2,,0.0785,,5385.0,0.886947,0.86,-0.05,1.76
HD 164509 b,14.3,140.79869,,0.87,,5859.0,1.11,1.12,0.2,0.265
Kepler-267 b,1.98,37.9,615.0,0.037,45.843,4258.0,0.555,0.541571,-0.18,26.8
HD 192699 b,13.4,666.17168,,1.063,,5041.0,4.41,1.38,-0.15,1.52
HD 145377 b,12.8,1913.3366,,0.45,,6014.0,1.05,1.2,0.11,5.01
HD 147018 b,13.4,674.0,,0.2388,,5441.0,0.937948,0.927,0.1,1.54
HD 20003 b,3.43,11.66,,0.0974,,5494.0,0.921637,0.875,0.04,1.59
Kepler-1713 b,1.71673535,3.59,900.0,0.14185,144.3,6477.0,1.459,1.3,0.1,3.9
HD 196885 A b,13.2,819.97,,2.37,,6254.0,1.31,1.28,0.22,1.96
HD 149143 b,13.6,422.7139,,0.053,,5856.0,1.44,1.2,0.29,0.923
HD 126614 b,12.7,107.74382997,,2.249,,5568.0,1.369794,0.96,0.56,0.289
HD 152581 b,13.4,594.02427,,1.66,,5027.0,5.14,1.3,-0.46,1.36
HD 177830 b,13.5,537.1327,,1.14,,4901.0,3.26,1.7,0.42,1.2
HD 128311 c,13.0,1204.25787,,1.74,,4965.0,0.76,0.828,0.08,3.01
HD 154672 b,12.8,1706.7471,,0.6,,5743.0,1.32,1.18,0.25,4.47
HD 178911 B b,12.6,2552.1749,,0.34,,5588.0,1.08,1.24,0.24,7.01
HD 155358 b,13.8,314.6517,,0.63,,5905.0,1.38,1.15,-0.6,0.658
HD 13189 b,12.4,3480.2385,,1.25,,4175.0,38.41,2.24,-0.37,10.0
HD 131496 b,13.4,572.094,,2.01,,4846.0,4.44,1.34,0.25,1.31
HD 156668 b,1.87,4.15,,0.05,,4850.0,0.72,0.772,0.05,3.49
HD 134060 c,5.91,29.29,,2.3928,,5966.0,1.164285,1.095,0.14,0.78
HD 158038 b,13.5,486.2799,,1.5,,4860.0,4.5,1.3,0.19,1.09
HD 187085 b,13.9,265.70588,,2.1,,6117.0,1.27,1.189,0.12,0.544
24 Sex b,13.4,632.46,,1.333,,5098.0,4.9,1.54,-0.03,1.44
HD 206610 b,13.4,647.10188,,1.74,,4842.0,6.12,1.55,0.14,1.48
HD 63454 b,12.31,79.4575,,0.04,,4812.0,0.77,0.42,0.1,0.234
HD 62509 b,13.3,731.0,,1.64,,4892.63,8.9,2.0,0.1027,1.71
K2-27 b,4.74,30.2,836.0,0.06702,116.0,5246.0,0.876,0.88,0.12,1.71
HD 20781 c,2.17,5.33,,0.1004,,5256.0,0.833609,0.7,-0.11,2.87
HD 285968 b,2.83,8.4,450.0,0.066,,3703.49,0.478214,0.5,-0.1,2.04
HD 69830 d,4.45,18.1,,0.63,,5385.0,0.886947,0.86,-0.05,1.13
HD 63765 b,14.2,168.4499,,0.94,,5449.0,0.83,0.65,-0.16,0.323
HD 28678 b,13.5,490.09386,,1.18,,4972.0,6.48,1.53,-0.11,1.09
HD 70642 b,13.0,1239.5307873,,3.318,,5732.0,0.984,1.078,0.22,3.1
HD 30562 b,13.6,467.20775829,,2.34,,5882.0,1.61,1.12,0.2,1.02
HD 73267 b,13.0,1321.53051631,,2.229,,5387.0,0.909,0.93,0.03,3.31
HD 212771 b,13.3,759.6137,,1.19,,5003.0,5.27,1.56,-0.21,1.77
HD 31527 c,3.85,14.16,,0.2663,,5898.0,1.073694,0.96,-0.17,1.36
HD 31527 d,3.46,11.82,,0.8098,,5898.0,1.073694,0.96,-0.17,1.57
HD 31527 b,3.22,10.47,,0.1254,,5898.0,1.073694,0.96,-0.17,1.72
HD 216435 b,13.7,400.4,,2.56,,5999.0,1.800029,1.3,0.244,0.856
HD 82886 b,13.3,740.5439,,1.58,,4953.0,5.26,2.53,-0.31,1.73
HD 8574 b,13.4,645.1949,,0.76,,6064.0,1.38,1.34,0.01,1.47
HD 86081 b,13.6,470.3884,,0.0346,,5939.0,1.46,1.21,0.22,1.03
HD 37124 d,14.0,221.20968,,2.807,,5698.64,0.949168,0.85,-0.44,0.443
HD 9446 c,13.4,578.426,,0.654,,5793.0,1.0,1.0,0.09,1.32
HD 96063 b,13.7,403.6441,,1.11,,5020.0,4.75,1.37,-0.3,0.863
HD 8673 b,12.3,4210.59073594,,2.97,,6389.05,1.50225,1.28,0.1474,12.4
Kepler-263 b,2.67,7.61,548.0,0.12,24.308,5265.0,0.785,0.793,-0.0314,2.2
HD 219828 b,4.59,19.06970442,,0.049,,5891.0,1.56,1.04,0.19,1.08
HD 38529 b,14.1,206.58846455,,0.115,,5697.0,2.857838,0.98,0.51,0.405
HD 99706 b,13.7,390.9309,,1.98,,4862.0,5.52,1.46,0.14,0.835
HIP 14810 d,14.1,187.5197,,1.94,,5544.0,1.07,1.01,0.24,0.368
Kepler-746 b,1.11,1.41,1156.0,0.0435,421.61,5418.0,0.93,0.91,0.09,5.67
HD 40307 b,,1188.99607059,910.0,0.0468,,4956.0,0.716684,0.77,-0.31,
HATS-1 b,14.594,589.55,1359.0,0.0444,489.9461,5870.0,1.038,0.986,-0.06,1.03
HD 40979 b,12.9,1484.2661,,0.85,,6165.0,1.21,1.45,0.2,3.8
OGLE-TR-132 b,13.45,375.02,2013.0,0.03035,,6210.0,1.32,1.305,0.37,0.85
HD 4203 b,13.3,708.7609,,1.17,,5596.0,1.42,1.25,0.4,1.66
HD 43691 b,13.2,810.4665,,0.238,,6093.0,1.6,1.32,0.33,1.94
HD 41004 B b,12.1,5838.29,,,,5036.0,1.04137,0.4,,18.1
tau Boo b,12.8,1891.0,,0.049,,6466.27,1.42588,1.32,0.2642,4.95
HD 231701 b,13.7,359.1479,,0.567,,6101.0,1.53,1.21,0.05,0.768
HD 204313 b,12.9,1466.7780983,,3.185,,5767.0,1.1,1.03,0.18,3.75
Kepler-1738 b,2.82472883,8.37,957.0,0.0781,198.67,6063.0,1.001,1.079,-0.02,2.04
HD 5319 b,13.5,494.54348,,1.57,,4871.0,4.06,1.27,0.15,1.1
Pr0201 b,14.2,171.6282,,0.06,,6174.0,1.15,1.24,0.19,0.329
Pr0211 b,13.4,597.5204,,0.03176,,5300.0,0.827,0.935,0.18,1.36
bet Cnc b,12.6,2479.0,,1.7,,4092.1,47.2,1.7,-0.29,6.81
bet UMi b,12.7,1938.7,,1.4,,4126.0,38.3,1.4,-0.27,5.2
Kapteyn c,2.54,7.0,,0.311,,3550.0,0.291,0.281,-0.89,2.35
Kepler-754 b,2.01,4.7,758.0,0.116,216.473,5935.0,1.08,1.06,0.05,3.18
HD 207832 c,14.0,232.0159,,2.112,,5710.0,0.901,0.94,0.06,0.465
CoRoT-24 b,3.7,5.7,1070.0,0.056,,4950.0,0.86,0.91,0.3,0.9
CoRoT-24 c,5.0,28.0,850.0,0.098,,4950.0,0.86,0.91,0.3,1.3
HIP 105854 b,12.6,2606.1,,0.81,,4780.0,10.305119,2.1,0.31,7.16
K2-138 c,2.299,6.31,1012.0,0.04461,279.0,5356.3,0.863,0.935,0.14,2.8
HATS-63 b,13.529263,305.1168,1398.3,0.04026,634.1,5627.0,1.07,0.931,0.081,0.67
CoRoT-22 b,4.88,12.2,885.0,0.092,,5939.0,1.136,1.099,0.17,0.249
TYC 1422-614-1 b,13.3,794.5,,0.69,,4806.0,6.85,1.15,-0.2,1.86
TYC 1422-614-1 c,12.5,3178.0,,1.37,,4806.0,6.85,1.15,-0.2,8.94
BD-11 4672 b,14.1,206.5895,,2.36,,4550.0,0.639,0.651,-0.35,0.405
BD+49 828 b,13.5,508.5,,4.2,,4943.0,7.6,1.52,-0.19,1.14
HD 1666 b,12.7,2040.0,,0.94,,6317.0,1.93,1.5,0.37,5.47
HD 67087 c,12.9,1540.0,,3.86,,6330.0,1.55,1.36,0.25,3.94
Kepler-268 b,2.55,7.04,695.0,0.18,64.933,6081.0,1.274,1.109,0.0009,2.33
HATS-11 b,18.03,263.7989,1596.0,0.0507,1027.296,6563.0,1.54,1.33,0.03,0.315
Kepler-47 c,4.65,3.17,,0.9638,,5636.0,0.936,0.957,-0.25,0.17
K2-4 b,2.1,5.06,563.0,0.078,15.6,4014.73,0.569359,0.635026,-0.12,3.0
HD 175607 b,,2456.1779293,,,,5392.0,0.7,0.71,-0.62,
Kepler-772 b,1.82,3.97,866.0,0.11153,264.576,5714.0,1.11,0.98,0.03,3.62
HD 27631 b,13.5,495.81231492,,3.242,,5737.0,0.923,0.944,-0.12,1.11
HD 24064 b,12.3,4096.8287,,1.29,,4052.0,40.0,1.61,-0.49,12.1
K2-21 c,2.49,6.76,420.0,0.107,5.1,4222.06,0.646783,0.676023,-0.11,5.4
HD 98649 b,12.5,3082.9355479,,5.97,,5759.0,1.01,0.97,-0.06,8.67
K2-9 b,2.25,5.69,314.0,0.091,1.36,3390.0,0.31,0.3,-0.25,2.74
CoRoT-29 b,10.0881,270.1555,,0.0386,,5260.0,0.9,0.97,0.2,1.45
HATS-39 b,17.59813,200.2329,1645.0,0.06007,1547.1014,6572.0,1.621,1.379,0.0,0.202
LkCa 15 b,,,,14.7,,4194.0,1.60711,,0.26,
HU Aqr AB c,12.9,1430.235,,5.4,,5952.0,,0.88,,3.66
HD 164595 b,4.16,16.14,,0.23,,5790.0,1.023606,0.99,-0.04,1.23
K2-8 b,3.58,12.5,631.0,0.0856,37.7,4870.0,0.74,0.78,-0.02,1.5
kap And b,12.3,4327.36,1900.0,55.0,,10900.0,2.31229,2.6,-0.36,12.8
PH1 b,6.18,169.0,481.0,0.652,,6407.0,1.734,1.528,0.21,
GJ 676 A e,2.47,6.67439655,,0.181,,3734.0,0.69,0.626,0.23,2.43
BD+15 2940 b,13.7,352.78,,0.539,,4796.0,14.7,1.1,0.28,0.754
SR 12 AB c,12.3,4131.62,,,,3828.93,1.103075,,,12.2
GJ 667 C e,1.45,2.7,,0.213,,3350.0,,0.33,-0.55,4.87
tau Gem b,12.1,6547.0,,1.17,,4388.0,26.8,2.3,0.14,20.3
GJ 667 C g,1.99,4.6,,0.549,,3350.0,,0.33,-0.55,3.21
GJ 504 b,12.10569916,1271.3,510.0,43.5,,6234.0,1.26,1.22,0.28,3.94
HD 159243 c,13.4,603.9,,0.8,,6123.0,1.12,1.125,0.05,1.38
ROXs 12 b,12.2,5085.0,,210.0,,3850.0,1.06627,0.87,0.14,15.4
NGTS-14 A b,4.976796,29.24036,1143.0,0.0403,191.782,5187.0,0.842,0.898,0.1,1.395
Kepler-36 b,1.498,3.83,978.0,0.11419,247.0,5979.0,1.634,1.034,-0.18,6.26
Kepler-48 e,13.4,657.0,,1.898274748,,5194.0,0.89,0.88,0.17,1.5
HD 4203 c,13.3,689.66,,6.95,,5582.0,1.49795,0.99,0.34,1.61
KOI-984 b,4.3,17.1,1022.0,0.0504,186.31,5295.0,0.818,0.928,0.12,1.18
NGC 2682 YBP 401 b,14.3,146.2018,,,,6165.0,1.215821,1.14,-0.046,0.275
GJ 3998 b,1.39,2.5,,0.03,48.0,3726.0,0.5,0.52,-0.13,5.12
K2-239 b,1.1,1.37,502.0,0.0441,,3420.0,0.36,0.4,-0.1,5.66
K2-233 d,2.363,10.3,525.0,0.1516,12.7,4796.0,0.71,0.79,-0.082,4.3
HD 110082 b,3.2,10.3,957.2,0.113,198.3948,6200.0,1.19,1.21,0.08,1.73
TOI-558 b,12.17295304,1147.36054927,1061.0,0.1291,248.8554,6466.0,1.496,1.349,-0.004,3.5
K2-243 b,2.17,5.35,1035.0,0.1087,,6570.0,1.39,1.29,-0.03,2.88
K2-255 b,2.9,8.75,1034.0,0.0274,,4676.0,0.69,0.71,-0.14,1.97
K2-264 c,2.668,7.6,331.0,0.11283,,3660.0,0.473,0.496,-0.013,2.2
HD 211810 b,14.0,212.9461,,2.656,,5652.0,1.13,1.03,0.17,0.426
Kepler-262 c,1.64,3.33,618.0,0.152,25.26,5841.0,0.881,0.816,-0.3382,4.15
47 UMa d,13.5,521.22,,11.6,,5872.0,1.21334,1.06,0.04,1.16
HD 95089 c,13.1,1096.5135,,3.33,,4918.0,5.08,1.54,0.05,2.68
HD 72892 b,12.8,1737.88572948,,0.228,,5688.0,1.22,1.01,0.25,4.55
HD 128356 b,13.9,282.8687,,0.87,,4875.0,0.85,0.65,0.17,0.579
HD 165155 b,13.2,918.5287,,1.13,,5426.0,0.95,1.02,0.09,2.19
Kepler-761 b,2.03,4.78,767.0,0.0874,95.447,5706.0,0.93,0.95,-0.09,3.14
2MASS J22362452+4751425 b,12.3,3972.875,,230.0,,4045.0,0.641152,0.6,,11.7
CoRoT-21 b,14.5717,718.2958,,0.0417,,6200.0,1.95,1.29,0.0,1.36
HD 13167 b,13.1,1052.0173,,4.1,,5671.0,2.39,1.35,0.19,2.57
WASP-177 b,17.71022,161.45764,1142.0,0.03957,279.7736,5017.0,0.885,0.876,0.25,0.172
LP 791-18 d,1.032,0.91,395.5,0.01992,5.83,2960.0,0.182,0.139,-0.09,4.56
K2-288 B b,1.9,4.27,226.36,0.164,,3341.0,0.32,0.33,-0.21,3.42
TOI-640 b,19.2794468,181.16219199,1816.0,0.06608,1150.12,6460.0,2.082,1.536,0.072,0.138
Gl 378 b,3.66,13.02,830.0,0.039435,,3879.0,0.56,0.56,0.06,1.46
Kepler-766 b,3.39,11.4,990.0,0.066,227.15,5992.0,1.15,1.1,0.09,1.61
K2-107 b,15.98,266.9772,1649.0,0.0475,,6061.0,1.81,1.3,0.14,0.35
Kepler-780 b,0.89,0.64,2099.0,0.015,4572.56,5769.0,1.02,1.01,0.05,4.99
HD 39855 b,2.85,8.5,,0.041,,5576.0,0.744665,0.87,,2.02
HD 92788 c,13.0,1166.4361,,10.5,,5744.0,1.14,1.15,0.27,2.92
K2-224 b,1.56,3.05,1002.0,0.0516,,5620.0,0.84,0.91,-0.19,4.41
EPIC 205950854 c,1.31,2.27,960.6,,,5502.7,0.83,0.877,-0.13,5.55
EPIC 206032309 b,1.01,1.01,,,,3489.0,0.37344,0.221,,5.39
K2-228 b,1.21,1.92,914.0,0.0338,,4715.0,0.65,0.71,-0.25,5.96
K2-229 b,1.0,2.55,1818.0,0.0131,2290.0,5315.0,0.79,0.87,-0.09,7.6
TYC 4282-00605-1 b,12.4,3426.2074,,0.422,,4300.0,16.21,0.97,-0.07,9.87
HD 206255 b,6.47,34.2,,0.461,,5635.0,2.221489,1.42,,0.694
Kepler-411 e,3.28,10.8,503.0,0.186,,4974.0,0.82,0.87,0.21,1.68
psi1 Dra B b,13.5,486.2799,,4.43,,6212.0,1.255735,1.19,0.01,1.09
Kepler-758 b,2.48,6.71,1005.0,0.10754,349.193,6228.0,1.42,1.16,-0.1,2.42
K2-128 b,1.42,2.6,,0.056,68.8,4469.51,0.777569,0.711248,-0.26,4.99
K2-129 b,1.04,1.12,,0.057,4.5,3459.09,0.36001,0.360031,,5.47
GJ 625 b,1.49,2.82,,0.078361,,3499.0,0.31,0.3,-0.38,4.68
HATS-76 b,12.09449018,835.570882,939.8,0.02658,129.8,4016.0,0.6259,0.662,0.322,2.58
HATS-77 b,13.05846252,436.69623122,828.3,0.03607,78.37,4071.0,0.6428,0.655,0.253,1.077
Wolf 1061 d,2.69,7.7,,0.47,0.06,3342.0,0.307,0.294,-0.09,2.17
Wolf 1061 b,1.21,1.91,,0.0375,7.34,3342.0,0.307,0.294,-0.09,5.92
HD 34445 d,6.07,30.7,,0.4817,,5836.0,1.38,1.07,0.14,0.754
KELT-17 b,17.093725,416.3573,2087.0,0.04881,3331.8707,7454.0,1.645,1.635,-0.018,0.46
HD 113996 b,12.7,2002.329,,1.6,,4181.0,25.11,1.49,0.13,5.37
HD 143105 b,13.7,384.5743,,0.0379,,6380.0,1.647304,1.51,0.15,0.822
HD 35759 b,13.0,1195.0408,,0.389,,6060.0,1.759974,1.15,0.04,2.99
Pr0211 c,12.6,2475.8957,,5.5,,5300.0,0.827,0.935,0.18,6.8
Kepler-65 e,13.9,260.0,,0.8539307544,,6220.0,1.437,1.248,0.13,0.532
TOI-2109 b,15.098497,1595.49860314,3646.0,0.01791,14429.0,6540.0,1.698,1.453,0.068,2.55
HD 191806 b,12.5,2966.61035094,,2.749,,6010.0,1.40223,1.07,0.3,8.35
BD+48 740 b,13.5,540.311,,1.7,,4534.0,10.33,1.09,-0.13,1.21
K2-148 c,1.73,3.64,,0.0616,26.5,4079.0,0.632,0.65,-0.11,3.86
K2-149 b,1.64,3.33,,0.083,7.0,3745.0,0.568,0.595,0.11,4.15
KPS-1 b,11.54527,346.4347,1459.0,0.0269,729.0,5165.0,0.907,0.892,0.22,1.31
V830 Tau b,14.0,222.481,,0.057,,4250.0,2.0,1.0,-0.08,0.446
K2-233 b,1.315,2.4,1127.0,0.03293,269.0,4796.0,0.71,0.79,-0.082,5.7
K2-211 b,1.33162691,2.33,1873.0,0.01419,,5117.0,0.818,0.851,0.134,5.42
K2-221 b,1.67890272,3.46,,,,5716.0,0.947599,1.010842,0.13,4.02
K2-215 b,2.12381238,5.16,,,,5704.0,0.974398,0.999987,0.11,2.96
K2-217 b,3.57854073,12.5,,,,5967.0,1.333718,1.102661,0.04,1.5
K2-183 d,2.3,5.9,615.0,0.1527,,5482.0,0.87,0.942219,0.09,2.66
K2-163 b,2.46610713,6.65,,,,4937.0,0.762201,0.826112,0.14,2.44
K2-162 b,1.44,2.67,631.0,0.0795,,4842.0,0.69,0.75,-0.17,4.91
K2-205 b,1.99552771,4.64,,,,5890.0,1.077574,0.951027,-0.26,3.21
K2-204 b,3.17214154,10.2,1148.0,0.0738,,5783.0,1.253,1.076,0.21,1.76
Kepler-281 c,5.31,161.124,513.0,0.215,35.203,5723.0,0.899,0.95,0.02,0.0051
Kepler-451 c,13.5,511.70373527,,,,29564.0,0.203,0.48,-0.092,1.14
Gl 49 b,2.24,5.63,,0.0905,,3805.0,0.511,0.515,0.13,2.75
Kepler-805 b,2.89,8.7,743.0,0.19852,86.473,6112.0,1.65,1.19,-0.06,1.98
HD 110113 b,2.05,4.55,1371.0,0.035,735.49,5732.0,0.968,0.997,0.14,2.9
Kepler-504 b,1.59,3.15,374.0,0.0646,5.991,3519.0,0.33,0.33,-0.31,4.31
Kepler-277 b,2.92,87.3,964.0,0.14168,198.245,5946.0,1.69,1.12,0.09,9.2
HD 105779 b,14.1,203.41018048,,3.38,,5792.0,0.94,0.89,-0.25,0.399
Kepler-814 b,2.12,5.14,1164.0,0.0695,935.124,6162.0,1.22,1.15,0.01,2.96
Kepler-798 b,2.39,6.3,864.0,0.1174,141.888,6224.0,1.29,1.19,0.03,2.54
HD 69123 b,13.1,982.08977763,,2.482,,4842.0,7.72,1.68,0.05,2.4
TOI-1203 c,2.2,5.46,,,,5737.0,1.179,0.886,-0.39,2.82
TOI-1478 b,11.99360935,279.68899816,918.0,0.0818,261.013,5597.0,1.048,0.947,0.078,0.88
Kepler-280 b,1.45,2.7,1425.0,0.032,821.894,5744.0,0.886,0.962,0.1213,4.87
LP 261-75 b,12.1,6674.396547,1500.0,450.0,,3138.0,0.308,0.22,,20.7
TOI-1203 b,1.52,3.51,1361.2,0.04869,572.2,5737.0,1.179,0.886,-0.39,5.48
HD 93385 d,2.89,8.7,,0.2565,,5977.0,1.18484,1.04,0.02,1.98
Kepler-279 c,4.3,49.4,774.0,0.2236,60.157,6689.45,1.07,1.1,-0.1141,0.3
HD 154088 b,2.46,6.6,,0.134,,5374.0,0.95,0.91,0.28,2.44
Kepler-286 b,1.24,2.07,1367.0,0.027,850.1,5580.0,0.863,0.83,-0.25,5.97
HD 19615 b,12.6,2701.5414595,,1.1,,4263.0,32.3,1.1,-0.31,7.42
Kepler-809 b,3.01,9.32,478.0,0.2901,13.155,5734.0,0.98,0.99,0.04,1.88
HD 29399 b,13.5,498.99059899,,1.913,,4845.0,4.5,1.17,0.14,1.11
Kepler-788 b,2.55,7.04,984.0,0.0835,357.191,6159.0,1.23,1.16,0.05,2.33
TOI-5713 b,1.77,3.78,347.2,0.06008,2.2554,3225.0,0.2992,0.2653,-0.03,3.75
Kepler-818 b,5.11,22.9,786.0,0.0886,100.779,5638.0,0.92,0.94,-0.08,0.943
Kepler-463 b,3.05,9.53,880.0,0.07925,166.039,5661.0,0.9,0.87,-0.28,1.85
Kepler-799 b,6.88,37.9,433.0,0.5167,6.356,5681.0,0.93,0.95,-0.07,0.64
Kepler-65 b,1.42,2.4,1740.0,0.035,2316.095,6211.0,1.41,1.25,0.17,4.4
HD 208487 b,14.3,146.20106722,,0.53,,6134.0,1.16,1.15,0.09,0.275
Kepler-80 e,1.6,4.13,629.0,0.0491,94.781,4540.0,0.678,0.73,0.04,3.75
Kepler-1672 b,2.97022762,9.11,423.0,0.55374,4.4,6131.95,1.08841,1.16,-0.25,1.91
Kepler-82 d,1.77,885.098,1253.0,0.034,484.351,5428.0,0.945,0.946,0.2107,220.0
Kepler-1229 b,1.4,2.54,212.0,0.3006,0.524,3784.0,0.51,0.54,-0.06,5.09
Kepler-1837 b,2.06673842,4.92,1012.0,0.065,247.83,5966.0,0.961,1.049,-0.02,3.06
Kepler-406 b,1.43,6.35,1302.0,0.03599,826.933,5538.0,1.07,1.07,0.18,11.82
Kepler-1855 b,1.216205,1.96,849.0,0.0115,86.97,3460.0,0.356,0.385,0.07,5.99
Kepler-446 b,1.5,2.86,648.0,0.0182,16.213,3359.0,0.24,0.22,-0.3,4.66
Kepler-231 b,1.73,35.4,488.0,0.074,14.879,3767.0,0.49,0.58,-0.1,13.8
Kepler-1232 b,1.93,4.38,523.0,0.16545,14.6,5471.0,0.89,0.92,0.06,3.35
